book_page,year,site,nestID,uniqueID,plot,species,finder,nwstake,old_lat,lat_corrected,old_long,long_corrected,notes_GPS_change,use_GPS,how_fnd,plotLmt,fence,unk1_band,unk1_original_band,unk1_captured,unk1_UL,unk1_LL,unk1_UR,unk1_LR,unk1_gfe,unk2_band,unk2_original_band,unk2_captured,unk2_UL,unk2_LL,unk2_UR,unk2_LR,unk2_gfe,m_band,m_original_band,m_captured,m_UL,m_LL,m_UR,m_LR,m_gfe,f_band,f_original_band,f_captured,f_UL,f_LL,f_UR,f_LR,f_gfe,number_banded_birds,max_egg_number,number_egg_find,float_age,float_date,date_found,date_found_julian,age_found,last_day_alive,last_day_checked,last_day_alive_julian,last_day_check_julian,initiation_date,initiation_date_corrected,initiation_date_corrected_julian,incubation_date,incubation_date_corrected,est_hatch_date,hatch_date,Number_days_btwn_last_check_and_date_found_hatched,day_used_for_hatch_date_or_last_date_checked,age_method,age_method_corrected,stage_find,fate,fail_cause,fate_evidence,uncertain_of_fate,number_days_from_est_hatch,number_eggs_hatched,number_chick_band,number_eggs_observer,number_eggs_lost,number_eggs_predated,number_eggs_abandoned,number_eggs_failed_to_hatch,number_eggs_unknown,number_eggs_with_embryo,number_eggs_stable_isotope,number_eggs_bacteria,replacement_clutch,manipulation,manipulation_comments,tiny_tag_number,dom_land,dom_veg,conceal,aspect,old_nest_number,nest_reuse_corrected,use_nest_reuse_id,tag_number,nest_book_comments,problem
NA,2013,barr,pesa349,13pesa349,brw8,pesa,pherzog,j5,NA,71.24599,NA,-156.58083,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103559,198103559,y,-,"gfe,r",m,"o,r,dg",vxv,1,4,4,11,24-Jun-13,24-Jun-13,175,13,6-Jul-13,6-Jul-13,187,187,10-Jun-13,11-Jun-13,162,13-Jun-13,14-Jun-13,5-Jul-13,6-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,3,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u4,90,none,11PESA559,"11pesa559, 09reph947",y,80,NA,NA
NA,2013,barr,dunl350,13dunl350,brw8,dunl,pherzog,j5,NA,71.24568,NA,-156.58028,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245115882,245115882,n,-,"o,y,lb","gfe,r",m,JPN,223135684,223135684,y,-,"lb,o,lb","gfe,r",m,aje,2,4,4,3,24-Jun-13,24-Jun-13,175,3,15-Jul-13,15-Jul-13,196,196,18-Jun-13,21-Jun-13,172,21-Jun-13,24-Jun-13,12-Jul-13,15-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,3,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,80,none,NA,NA,NA,70,NA,NA
NA,2013,barr,reph351,13reph351,brw8,reph,pherzog,i6,NA,71.24622,NA,-156.57927,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103245,198103245,y,-,r,m,"o,lb,dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,12,24-Jun-13,24-Jun-13,175,17,30-Jun-13,30-Jun-13,181,181,9-Jun-13,7-Jun-13,158,12-Jun-13,10-Jun-13,2-Jul-13,30-Jun-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,m4,40,none,NA,NA,NA,795,NA,NA
NA,2013,barr,sesa352,13sesa352,brw8,sesa,pherzog,k12,NA,71.24515,NA,-156.57091,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101305,197101305,y,-,"gfe,r",m,"o,r,o",jyn,1,3,3,NA,NA,24-Jun-13,175,NA,27-Jun-13,28-Jun-13,178,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inc,failed,predation,"eggs gone, only lightly starred day prior",n,NA,0,0,0,0,3,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u3,15,e,NA,NA,NA,685,NA,"no initiation date - eggs found starred, didn't hatch, no float data"
NA,2013,barr,reph353,13reph353,brw8,reph,lrensel,h11,NA,71.24668,NA,-156.57242,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116049,245116049,n,-,"o,r,y",m,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,14,25-Jun-13,25-Jun-13,176,19,29-Jun-13,29-Jun-13,180,180,8-Jun-13,6-Jun-13,157,11-Jun-13,9-Jun-13,1-Jul-13,29-Jun-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp>0.5,m4,60,e,234,12reph106,y,234,NA,NA
NA,2013,barr,lbdo375,13lbdo375,brw8,lbdo,amould,i5,NA,71.24647,NA,-156.57988,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125201332,125201332,y,-,"gf,r",m,"y,o,y",NA,1,4,4,1,26-Jun-13,26-Jun-13,177,4,27-Jun-13,30-Jun-13,178,181,22-Jun-13,22-Jun-13,173,25-Jun-13,25-Jun-13,16-Jul-13,NA,3,day found,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,m2,65,s,NA,NA,NA,69,NA,NA
NA,2013,barr,lbdo376,13lbdo376,brw8,lbdo,amould,g9,NA,71.24718,NA,-156.57402,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,NA,NA,26-Jun-13,177,2,7-Jul-13,10-Jul-13,188,191,24-Jun-13,24-Jun-13,175,27-Jun-13,27-Jun-13,18-Jul-13,NA,3,day found,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,m4,30,none,NA,NA,NA,73,NA,NA
NA,2013,barr,reph377,13reph377,brw8,reph,pherzog,f12,NA,71.24759,NA,-156.56973,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103242,198103242,y,-,r,m,"o,y,lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,11,26-Jun-13,26-Jun-13,177,19,30-Jun-13,30-Jun-13,181,181,12-Jun-13,7-Jun-13,158,15-Jun-13,10-Jun-13,5-Jul-13,30-Jun-13,4,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,m4,40,none,NA,NA,NA,637,NA,NA
NA,2013,barr,reph378,13reph378,brw8,reph,amould,e9,NA,71.24779,NA,-156.57414,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,10,26-Jun-13,26-Jun-13,177,13,1-Jul-13,3-Jul-13,182,184,13-Jun-13,13-Jun-13,164,16-Jun-13,16-Jun-13,6-Jul-13,NA,2,day found,float,float,inc,failed,predation,"eggs gone, no stars 2 days prior",n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,m2,40,none,NA,NA,NA,766,NA,NA
NA,2013,barr,reph379,13reph379,brw8,reph,amould,d11,NA,71.24832,NA,-156.57188,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103243,198103243,y,-,r,m,"o,y,r",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,13,27-Jun-13,27-Jun-13,178,20,30-Jun-13,30-Jun-13,181,181,11-Jun-13,7-Jun-13,158,14-Jun-13,10-Jun-13,4-Jul-13,30-Jun-13,2,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,1,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,80,sw,NA,NA,NA,426,NA,NA
NA,2013,barr,reph380,13reph380,brw8,reph,amould,d6,NA,71.24856,NA,-156.5791,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103240,198103240,y,-,r,m,"o,y,dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,12,27-Jun-13,27-Jun-13,178,16,4-Jul-13,4-Jul-13,185,185,12-Jun-13,11-Jun-13,162,15-Jun-13,14-Jun-13,5-Jul-13,4-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,70,none,NA,NA,NA,82,NA,NA
NA,2013,barr,sesa381,13sesa381,brw8,sesa,pherzog,c8,NA,71.24882,NA,-156.57535,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101220,197101220,y,-,"gfe,r",m,"lb,y,r",xcx,1,4,4,9,27-Jun-13,27-Jun-13,178,18,2-Jul-13,2-Jul-13,183,183,15-Jun-13,9-Jun-13,160,18-Jun-13,12-Jun-13,8-Jul-13,2-Jul-13,5,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp>0.5,u3,50,s,09PESA949,09pesa949,y,894,NA,NA
NA,2013,barr,sesa382,13sesa382,brw8,sesa,amould,c11,NA,71.24886,NA,-156.57104,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101224,197101224,y,-,"gfe,r",m,"lb,y,lb",xcv,1,4,4,11,27-Jun-13,27-Jun-13,178,15,5-Jul-13,5-Jul-13,186,186,13-Jun-13,12-Jun-13,163,16-Jun-13,15-Jun-13,6-Jul-13,5-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,hcp<0.5,u3,60,none,NA,NA,NA,404,NA,NA
NA,2013,barr,pesa383,13pesa383,brw8,pesa,amould,d2,NA,71.24873,NA,-156.58435,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116257,245116257,y,-,"gfe,r",m,"lb,r,y",mex,1,4,4,2,27-Jun-13,27-Jun-13,178,3,21-Jul-13,21-Jul-13,202,202,22-Jun-13,24-Jun-13,175,25-Jun-13,27-Jun-13,17-Jul-13,21-Jul-13,1,day found,float,hatch/find,inc,hatch,NA,chicks,n,NA,4,3,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp>0.5,u1,30,s,NA,NA,NA,51,one chick dead.  Collected.,NA
NA,2013,barr,reph384,13reph384,brw8,reph,amould,c3,NA,71.24918,NA,-156.58315,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,10,27-Jun-13,27-Jun-13,178,19,1-Jul-13,1-Jul-13,182,182,14-Jun-13,8-Jun-13,159,17-Jun-13,11-Jun-13,7-Jul-13,1-Jul-13,5,day prior,float,hatch,inc,hatch,NA,"nest flattened, egg bits in nest, one egg left in nest",n,NA,3,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,lcp<0.5,u3,50,s,NA,NA,NA,839,NA,NA
NA,2013,barr,pesa390,13pesa390,brw8,pesa,amould,c3,NA,71.24905,NA,-156.58249,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,27-Jun-13,27-Jun-13,178,6,2-Jul-13,7-Jul-13,183,188,21-Jun-13,21-Jun-13,172,24-Jun-13,24-Jun-13,16-Jul-13,NA,5,day found,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u1,60,none,NA,NA,NA,853,NA,NA
NA,2013,barr,rnph391,13rnph391,brw8,rnph,pherzog,b9,NA,71.24951,NA,-156.57492,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101328,197101328,y,-,r,m,"o,dg,r",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,27-Jun-13,27-Jun-13,178,7,13-Jul-13,13-Jul-13,194,194,19-Jun-13,20-Jun-13,171,22-Jun-13,23-Jun-13,12-Jul-13,13-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,2,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,m4,60,none,NA,NA,NA,865,NA,NA
NA,2013,barr,reph392,13reph392,brw8,reph,amould,b9,NA,71.24934,NA,-156.57399,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,11,27-Jun-13,27-Jun-13,178,17,3-Jul-13,3-Jul-13,184,184,13-Jun-13,10-Jun-13,161,16-Jun-13,13-Jun-13,6-Jul-13,3-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp>0.5,b2,60,none,11REPH466,11reph466,y,809,NA,NA
NA,2013,barr,pesa393,13pesa393,brw8,pesa,amould,b8,NA,71.24942,NA,-156.57629,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116256,245116256,y,-,"gfe,r",m,"lb,r,lb",jvv,1,4,4,3,27-Jun-13,27-Jun-13,178,3,19-Jul-13,19-Jul-13,200,200,21-Jun-13,24-Jun-13,175,24-Jun-13,27-Jun-13,16-Jul-13,19-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,3,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,65,none,NA,NA,NA,67,NA,NA
NA,2013,barr,pesa428,13pesa428,brw8,pesa,wenglish,e1,NA,71.24805,NA,-156.58509,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103263,198103263,y,-,"gfe,r","r,o","o,m",may,1,4,4,14,11-Jul-13,10-Jul-13,191,15,20-Jul-13,20-Jul-13,201,201,24-Jun-13,25-Jun-13,176,27-Jun-13,28-Jun-13,19-Jul-13,20-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,2,1,0,0,1,0,1,0,1,0,0,0,NA,NA,NA,lcp<0.5,m1,50,e,NA,NA,NA,879,19 jul: one egg lying half-open about 0.5 m from nest.  Maybe human caused - hydrology transect next to it.,NA
NA,2013,barr,wesa500,13wesa500,brw8,wesa,amould,a8,NA,71.25001,NA,-156.57545,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101348,197101348,y,-,"gfe,r",m,"y,lb,dg",1ju,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,27-Jun-13,27-Jun-13,178,7,11-Jul-13,13-Jul-13,192,194,20-Jun-13,20-Jun-13,171,23-Jun-13,23-Jun-13,14-Jul-13,NA,NA,day eggs were cold and adults no longer seen,float,float,inc,failed,abandonment,eggs wet and cold,n,NA,0,0,0,0,0,4,0,0,4,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,80,s,NA,NA,NA,855,NA,NA
NA,2013,barr,reph502,13reph502,brw8,reph,amould,a11,NA,71.24973,NA,-156.57112,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103600,198103600,y,-,r,m,"dg,y,o",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,10,27-Jun-13,27-Jun-13,178,15,5-Jul-13,5-Jul-13,186,186,14-Jun-13,12-Jun-13,163,17-Jun-13,15-Jun-13,7-Jul-13,5-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,m4,70,none,NA,NA,NA,770,NA,NA
NA,2014,barr,sesa001,14sesa001,brw0,sesa,ssheedy,c7,NA,71.28522,NA,-156.58185,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101247,197101247,y,"r,gfe",-,m,"lb,o,lb",nxj,197101067,197101067,y,"r,gfe",-,m,"r,dg,lb",nxc,2,4,3,NA,NA,11-Jun-14,162,2,2-Jul-14,2-Jul-14,183,183,9-Jun-14,9-Jun-14,160,12-Jun-14,12-Jun-14,2-Jul-14,2-Jul-14,2,day found,lay,lay,lay,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,hcp<0.5,u3,25,n,NA,NA,NA,3733,NA,NA
NA,2014,barr,reph051,14reph051,brw0,reph,asterling,f8,NA,71.28396,NA,-156.57843,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,NA,NA,9-Jun-14,160,0,12-Jun-14,NA,163,NA,9-Jun-14,9-Jun-14,160,12-Jun-14,12-Jun-14,2-Jul-14,NA,NA,censor,lay,lay,lay,censor,observer/abandonment,collected eggs and replaced with wooden eggs - abandoned,n,NA,0,0,0,0,0,4,0,0,NA,0,0,0,refrigeration,refrigeration-abandoned,NA,mixed hcp/lcp,m4,70,none,NA,NA,NA,3707,refrigeration - abandoned,NA
NA,2014,barr,dunl003,14dunl003,brw2,dunl,ssheedy,c4,NA,71.29465,NA,-156.65338,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245115912,245115912,y,-,"dg,y,r",m,"gfe,r",vey,198103282,198103282,y,-,"gfe,r",m,"o,y,r",xct,2,4,4,0,12-Jun-14,12-Jun-14,163,3,22-Jun-14,27-Jun-14,173,178,9-Jun-14,9-Jun-14,160,12-Jun-14,12-Jun-14,3-Jul-14,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,1,NA,NA,NA,hcp>0.5,b2,10,none,NA,NA,NA,3617,Replacement clutch at DUNL368,NA
NA,2014,barr,amgp057,14amgp057,brw0,amgp,jmarin,f4,NA,71.28326,NA,-156.58289,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157374820,157374820,n,-,"gf,r",m,"lb,o",NA,172301366,172301366,y,"r,dg",-,m,"y,dg",NA,2,4,3,NA,NA,13-Jun-14,164,2,9-Jul-14,9-Jul-14,190,190,11-Jun-14,11-Jun-14,162,14-Jun-14,14-Jun-14,10-Jul-14,9-Jul-14,1,day found,lay,lay,lay,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,0,none,NA,NA,NA,3779,NA,NA
NA,2014,barr,pesa062,14pesa062,brw0,pesa,ssheedy,e7,NA,71.28431,NA,-156.58009,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245102080,245102080,y,-,"r,gfe",m,"y,dg,lb",NA,1,4,4,3,15-Jun-14,15-Jun-14,166,6,4-Jul-14,4-Jul-14,185,185,9-Jun-14,9-Jun-14,160,12-Jun-14,12-Jun-14,4-Jul-14,4-Jul-14,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,35,sw,NA,NA,NA,3746,NA,NA
NA,2014,barr,amgp006,14amgp006,brw2,amgp,asterling,j2,NA,71.29125,NA,-156.65667,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172301331,172301331,y,"r,gf",-,m,"dg,lb",NA,172301330,172301330,y,"r,gf",-,m,"dg,o",NA,2,4,4,0,13-Jun-14,13-Jun-14,164,3,9-Jul-14,9-Jul-14,190,190,10-Jun-14,10-Jun-14,161,13-Jun-14,13-Jun-14,9-Jul-14,9-Jul-14,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp>0.5,b2,0,none,NA,NA,NA,3690,NA,NA
NA,2014,barr,wrsa064,14wrsa064,brw0,wrsa,asterling,l10,NA,71.28209,NA,-156.5726,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,16-Jun-14,167,0,20-Jun-14,24-Jun-14,171,175,16-Jun-14,16-Jun-14,167,18-Jun-14,18-Jun-14,9-Jul-14,NA,NA,NA,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,3,0,0,0,NA,0,0,0,NA,NA,NA,hcp>0.5,u3,5,s,NA,NA,NA,3755,NA,NA
NA,2014,barr,dunl007,14dunl007,brw2,dunl,asterling,j2,NA,71.29139,NA,-156.65696,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,unknown,n,-,"gfe,r",m,"lb,dg,dg",?,245115923,245115923,y,-,"dg,r,dg",m,"gfe,r",ael,2,4,4,3,13-Jun-14,13-Jun-14,164,6,20-Jun-14,24-Jun-14,171,175,7-Jun-14,7-Jun-14,158,10-Jun-14,10-Jun-14,1-Jul-14,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp>0.5,u1,10,n,NA,NA,NA,3671,"second bird banded, but color combo incorrect",NA
NA,2014,barr,reph066,14reph066,brw0,reph,mallen,f11,NA,71.28463,NA,-156.57374,NA,y,other,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,NA,NA,15-Jun-14,166,1,16-Jun-14,NA,167,NA,14-Jun-14,14-Jun-14,165,16-Jun-14,16-Jun-14,6-Jul-14,NA,NA,censor,lay,lay,lay,censor,observer/predation,collected eggs and replaced with wooden eggs - wooden eggs out of nest,n,NA,0,0,0,0,3,0,0,0,NA,0,0,0,refrigeration,refrigeration-predation on wooded eggs-put eggs in reph206,NA,lcp<0.5,m2,5,none,NA,NA,NA,3728,refrigeration - predation on wooded eggs - put eggs in reph206,NA
NA,2014,barr,sesa009,14sesa009,brw2,sesa,asterling,i1,NA,71.29184,NA,-156.65759,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101019,197101019,y,"r,gf",-,m,"y,o,lb",NA,197101015,197101015,y,"r,gfe",-,m,"lb,dg,r",pjc,2,4,4,0,13-Jun-14,13-Jun-14,164,3,3-Jul-14,3-Jul-14,184,184,10-Jun-14,10-Jun-14,161,13-Jun-14,13-Jun-14,3-Jul-14,3-Jul-14,1,day found,float,hatch,inc,hatch,NA,"adults broody, nest flattened, egg bits in nest",n,NA,4,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,0,w,NA,NA,NA,93,NA,NA
NA,2014,barr,amgp011,14amgp011,brw2,amgp,jmarin,c9,NA,71.29452,NA,-156.64659,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172301301,172301301,y,"r,gf",-,m,"db,lb",NA,1,4,4,1,15-Jun-14,15-Jun-14,166,5,9-Jul-14,9-Jul-14,190,190,11-Jun-14,10-Jun-14,161,14-Jun-14,13-Jun-14,10-Jul-14,9-Jul-14,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp>0.5,b3,0,none,NA,NA,NA,3673,NA,NA
NA,2014,barr,dunl073,14dunl073,brw0,dunl,jmarin,k2,NA,71.28087,NA,-156.58246,NA,y,searcher,in,NA,241159612,241159612,y,"r,gfe",-,m,"lb,o,lb",vkp,241159616,241159616,y,"r,gfe",-,m,"lb,o,r",vkx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,NA,17-Jun-14,168,2,17-Jun-14,NA,168,NA,15-Jun-14,15-Jun-14,166,18-Jun-14,18-Jun-14,9-Jul-14,15-Jul-14,1,censor,lay,lay,lay,censor,eggs refrigerated,chicks,n,NA,3,2,0,0,0,0,1,0,0,0,0,0,refrigeration,"refrigeration-hatch, transmitter-put eggs in dunl261",NA,hcp<0.5,u3,10,n,NA,NA,NA,3736,"refrigeration - hatch, transmitter-put eggs in dunl261",NA
NA,2014,barr,dunl012,14dunl012,brw1,dunl,ssheedy,a1,NA,71.29725,NA,-156.64441,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103272,198103272,y,-,"gfe,r",m,"dg,lb,y",vae,198103258,198103258,y,-,"gfe,r",m,"y,r,o",jnc,2,4,4,7,16-Jun-14,16-Jun-14,167,8,2-Jul-14,2-Jul-14,183,183,6-Jun-14,8-Jun-14,159,9-Jun-14,11-Jun-14,30-Jun-14,2-Jul-14,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,lcp<0.5,u1,25,none,NA,NA,NA,3610,transmitter,NA
